"obs";"pred"
"0";0.741858586798937
"0";0.655855761114378
"0";0.824482250270716
"0";0.70204078986064
"0";0.717709749658123
"0";0.477537568151083
"1";0.705157707410458
"0";0.771587209276511
"0";0.819446358821446
"1";0.875981037546315
"1";0.899678024776079
"0";0.692319171725237
"0";0.873714887407909
"0";0.842640238167962
"1";0.860597875558405
"0";0.896076883430856
"0";0.761011794175799
"0";0.681846013544655
"0";0.672414437466061
"1";0.804450264063603
"0";0.830381679435693
"0";0.246659654998092
"0";0.627869523863156
"0";0.798701051906245
"0";0.60886092897183
"0";0.784440002003405
"0";0.908826595000773
"0";0.924102150091214
"1";0.517616492022524
"1";0.629187120967405
"0";0.725102884868001
"0";0.44004755997601
"0";0.844197287496247
"0";0.758130119856247
"0";0.715920458931408
"1";0.849761679457783
"1";0.712564589313802
"1";0.326490599148277
"0";0.660522952867158
"1";0.815821562985699
"0";0.64135216275516
"1";0.593253873199802
"1";0.375270944306026
"1";0.806367223708595
"0";0.787489441639373
"0";0.759725320462086
"0";0.773701572595006
"0";0.846829714985148
"1";0.358096875881422
"1";0.639584440268288
"0";0.797425140319726
"1";0.622083507637254
"1";0.760845294139275
"1";0.648552053807936
"1";0.51002798776818
"1";0.728320893818728
"0";0.579227569215351
"0";0.800645290334882
"0";0.872779241506512
"0";0.809817322714352
"1";0.829860586002699
"0";0.620269954005918
"0";0.626852188824399
"1";0.255139532025288
"1";0.83148096537001
"0";0.183206156765201
"0";0.871767296714258
"0";0.825251914901777
"1";0.852440773620626
"0";0.853065616052518
"0";0.768071387983409
"0";0.678693088235481
"1";0.207853359072601
"1";0.831470084808416
"0";0.694742610302981
"0";0.729539466102895
"0";0.859874066370914
"0";0.885704179010459
"0";0.818661634016362
"0";0.404032189586816
"0";0.754283951848469
"0";0.470706293359104
"1";0.631265899552439
"0";0.854281894463586
"1";0.76631659960896
"0";0.842144782527014
"1";0.694483291693257
"0";0.640332847790173
"1";0.293719423450769
"1";0.566859607099242
"1";0.473969885991298
"1";0.889694293805365
"0";0.703173271519555
"1";0.589317694427052
"1";0.748697755126542
"0";0.72471092990808
"0";0.841189907202264
"1";0.754665800127638
"0";0.729555612435421
"1";0.818710682768682
"0";0.767592676817148
"1";0.803215258248632
"0";0.768216593783212
"0";0.830592152111414
"0";0.789447258800358
"0";0.498111380765698
"0";0.827168235820576
"0";0.579091460969465
"0";0.904261914213596
"0";0.81556868389589
"0";0.950749671991501
"0";0.750030379847326
"0";0.543766960748968
"0";0.730510639109024
"1";0.817863233416798
"0";0.630676039165925
"0";0.85766019913258
"0";0.672128954634741
"0";0.91434358354702
"0";0.786673608898239
"1";0.430976793495288
"1";0.795066771966057
"0";0.796985881908846
"0";0.815975600809054
"0";0.719142781817675
"1";0.349893766253804
"1";0.691137355089231
"0";0.785222735720488
"0";0.612735636624877
"1";0.235136475107482
"0";0.817744746214814
"0";0.908279096680567
"0";0.594919037525759
"1";0.409193744354879
"0";0.838318165587004
"0";0.696132543741337
"0";0.885334730405383
"1";0.662292726407258
"0";0.780739450571085
"0";0.728158224941478
"0";0.821005717608624
"0";0.409585649696788
"0";0.465975686203624
"1";0.395744122770601
"1";0.384487019925384
"0";0.58023305101789
"1";0.902970426554622
"0";0.800931578540594
"0";0.685752885017347
"0";0.85301717347826
"0";0.70543848583565
"0";0.796820129843153
"0";0.730668507493421
"1";0.721819227621968
"1";0.158304906737606
"1";0.864327044005002
"1";0.738747031968686
"1";0.714623044297528
"1";0.212547959109177
"0";0.87243966944196
"0";0.632005765113174
"1";0.609412705744148
"0";0.792233952683346
"1";0.285931802935443
"0";0.472001848334142
"0";0.68307800461625
"0";0.661168615089115
"1";0.400789481872342
"1";0.319244689324557
"1";0.376533275669685
"0";0.844240453504875
"0";0.53894904051495
"1";0.577976367343885
"0";0.802957980441894
"0";0.89347588404452
"0";0.764382518957265
"0";0.932425693440239
"1";0.827808212704789
"0";0.911862273285501
"0";0.560393711445374
"1";0.830746199554892
"1";0.506342015040271
"0";0.82241629060421
"1";0.670644052073005
"1";0.802326880199201
"1";0.770155514111058
"0";0.69447213296091
"0";0.890984151521918
"0";0.803851939540936
"0";0.274643196109399
"0";0.593213370812799
"0";0.752706280530825
"0";0.835491945214362
"0";0.741255049089923
"0";0.381903943253851
"0";0.805381379092551
"0";0.889125337143808
"0";0.824413537704688
"0";0.776697673520921
"0";0.81255070848556
"1";0.54638819143854
"0";0.614053359008738
"0";0.743484319901643
"0";0.803292670365372
"0";0.892908865902191
"1";0.744073588616123
"0";0.766648335479692
"1";0.471466691267841
"0";0.64792044155974
"1";0.213183243818373
"0";0.786537560945053
"0";0.487467096011008
"0";0.857669127167259
"0";0.751754524964124
"0";0.74616519934212
"0";0.757426506564343
"0";0.690046683037291
"0";0.387101812395389
"0";0.68199798920953
"0";0.795026041952089
"1";0.772760003534402
"0";0.438496670209018
"1";0.609416275273336
"0";0.838298271643269
"1";0.430581143436168
"0";0.384105293719737
"1";0.834255191277645
"0";0.835259323165286
"0";0.88154944907257
"0";0.786063699778314
"0";0.833188802518806
"1";0.689867931941504
"0";0.715611303780011
"0";0.843047925917832
"1";0.328233908940075
"0";0.636795914725673
"1";0.713683013947876
"0";0.854004281488337
"1";0.653108346743175
"0";0.75236176034068
"0";0.733587823225045
"1";0.551325610510677
"1";0.258661327268835
"1";0.852389205778356
"0";0.762493311559958
"1";0.844758440080387
"0";0.525243085880848
"0";0.877406757938663
"0";0.507282615117154
"1";0.254486100041804
"1";0.363218440066069
"0";0.907826163109461
"1";0.919660101452879
"1";0.302283947910168
"0";0.720034511361956
"0";0.854268852536697
"0";0.736232633852568
"0";0.671731211778229
"1";0.550462258286301
"0";0.808601685413386
"0";0.872050024067626
"0";0.712959045082754
"1";0.55202126436577
"1";0.716835675121236
"0";0.393013279756207
"0";0.778885872124431
"1";0.236596832169484
"1";0.667355093223965
"1";0.457002708008666
"1";0.771540555176218
"0";0.783475882858801
"1";0.195601367674596
"1";0.194197049250305
"1";0.597754537283476
"0";0.581588408012398
"1";0.482427923485125
"1";0.420753253977166
"1";0.579366420195432
"0";0.628595538878568
"1";0.617442266253461
"0";0.640433142396279
"0";0.817150810959125
"0";0.864342392747608
"0";0.573281760812954
"0";0.784749139023954
"0";0.341805795250791
"1";0.814712295723685
"1";0.290691552264766
"1";0.297917917454216
"1";0.841995720113669
"0";0.747153407845681
"0";0.795390438959714
"0";0.735982359436926
"0";0.895570388077068
"1";0.784181318115325
"1";0.737841680658909
"1";0.261738252774144
"1";0.435370270507743
"1";0.223405825253191
"0";0.660532693771765
"0";0.735530608332721
"1";0.548705517870772
"1";0.589372311771557
"1";0.753363468997078
"0";0.854033300110723
"0";0.876507333760195
"0";0.857157688630496
"0";0.914440268947296
"0";0.85610530665133
"1";0.734445074184474
"1";0.788274849031576
"1";0.716748088414683
"1";0.437376649755893
"0";0.640540300107411
"1";0.496395921032094
"1";0.490671423844142
"0";0.31538073086855
"0";0.691115253888605
"0";0.371914440128025
"0";0.737775023816631
"1";0.682092556606266
"0";0.783931303460627
"0";0.838191670508639
"0";0.74129597458774
"0";0.799215533879046
"1";0.183243257287059
"0";0.568648889214812
"0";0.681739004305695
"0";0.284853513757612
"0";0.760154955460577
"0";0.886980162915989
"0";0.782588713225441
"1";0.191175713762624
"1";0.872420478890293
"0";0.684463926477844
"0";0.89629175124438
"0";0.804682912981413
"1";0.421668879982981
"1";0.926729151667257
"0";0.891012550491585
"0";0.64814008014547
"0";0.788418519281262
"1";0.773757042544889
"0";0.64849587567488
"0";0.837416095286415
"0";0.856983565228331
"1";0.433093895127111
"0";0.649087450821472
"0";0.806380387623647
"1";0.350221931370915
"1";0.645081104229722
"1";0.80181586846585
"0";0.602743054625873
"1";0.638613281978113
"0";0.801039898200907
"1";0.818740959335095
"0";0.892795431922535
"0";0.809031121574342
"0";0.536804802006007
"1";0.583410902727227
"0";0.710432509238595
"0";0.785248375615046
"1";0.818532838311504
"0";0.722047127807375
"1";0.353217520682748
"1";0.77280937436998
"0";0.27163293897872
"0";0.816508128309219
"1";0.613280346343084
"1";0.696401592051986
"0";0.853804405976108
"1";0.594243120206103
"0";0.683943223229601
"0";0.64271344045825
"0";0.832326618212674
"1";0.829222538521108
"0";0.827747485817022
"1";0.222903584917975
"0";0.838235619627574
"0";0.447384683022754
"0";0.765492240137619
"1";0.136213771258922
"0";0.867947063490884
"1";0.63051625252955
"0";0.784770589027344
"1";0.875827257558298
"1";0.689920551829955
"1";0.65840982579651
"0";0.822563647463306
"0";0.920511672869064
"1";0.729071282686202
"0";0.869421208439768
"1";0.176301918586121
"0";0.562423346974083
