"obs";"pred"
"0";0.721735378518434
"0";0.689697271391105
"0";0.618853730879538
"0";0.73464069895881
"1";0.606573107570579
"0";0.725412721978009
"0";0.804011165677585
"1";0.287066316280428
"0";0.687459162996205
"0";0.720042143398917
"1";0.366208803739662
"0";0.638890645289111
"1";0.553396757269403
"1";0.78485023418096
"1";0.310563740932065
"1";0.521138055035035
"0";0.788280980188558
"0";0.581252028861111
"1";0.721816544600503
"0";0.778642548261737
"0";0.681885719180826
"1";0.693083454038557
"0";0.315887271828428
"1";0.148803210097495
"1";0.434618502799709
"0";0.622645568058672
"0";0.877801506162766
"0";0.747136870913236
"1";0.643063988121597
"0";0.827723140122862
"0";0.680108958816822
"1";0.82925188679545
"1";0.726485303391225
"0";0.74971251806189
"0";0.465211334864558
"1";0.802687446392581
"0";0.637065445087044
"0";0.772879973214933
"0";0.800517198861252
"0";0.651838526759523
"0";0.775233857509659
"0";0.747315006944185
"1";0.618218676332096
"0";0.6542432064812
"0";0.568003481906962
"0";0.634311705140453
"0";0.268505687690706
"0";0.539276106237217
"0";0.62260084348084
"1";0.1267539732909
"0";0.57843279864022
"0";0.393710464946624
"0";0.716286834312371
"1";0.683077241054158
"1";0.659357346936887
"0";0.566272505003822
"0";0.76331041468189
"1";0.575441846108164
"1";0.504949853992961
"0";0.734025640148547
"1";0.338351770272675
"1";0.618134595599707
"0";0.758770162540617
"0";0.551692534078429
"0";0.777742148603395
"0";0.651443754327544
"0";0.513027995444555
"0";0.654974415536681
"0";0.722779000030894
"0";0.593107377571809
"1";0.71887254382332
"0";0.569357676608176
"1";0.790781787688097
"0";0.725343909825275
"0";0.348984998705407
"1";0.543758891130406
"0";0.404676573084649
"0";0.699276662109164
"1";0.42239396241708
"1";0.296845871817122
"1";0.728989601598014
"0";0.649753531057943
"1";0.394815435780555
"0";0.610772318269156
"0";0.420096780280664
"0";0.45604002487915
"1";0.616448769767029
"1";0.305656468230994
"0";0.295582504367579
"1";0.438038703230405
"0";0.568977768011086
"0";0.516569492410117
"1";0.281361648518724
"0";0.472992995701132
"1";0.614560901479028
"1";0.700327961060269
"0";0.429179427262625
"1";0.769036732593548
"1";0.352259438461001
"0";0.793662573608671
"0";0.608462318625838
"0";0.669811274968432
"1";0.621294964307703
"0";0.45108376973139
"1";0.784202358535991
"1";0.701206170066651
"0";0.764690819213351
"0";0.612036069068651
"0";0.823775694725063
"0";0.206829068637964
"1";0.740699160007884
"0";0.655116822592868
"0";0.66835823511767
"0";0.584876864103966
"0";0.584323568452
"0";0.824896875192612
"0";0.76573294501683
"1";0.56008510466008
"0";0.477106987780701
"1";0.494423149759591
"1";0.263715953431216
"0";0.576524751667023
"0";0.645632902749899
"0";0.346764250782621
"0";0.648993302650783
"0";0.593831022578747
"1";0.418841882166016
"0";0.600279364999194
"1";0.612625130626796
"0";0.746771678529317
"0";0.673629977740769
"0";0.64834337002133
"0";0.427822481789316
"0";0.49025010669566
"0";0.777316133064485
"0";0.448387800058743
"0";0.504372098559212
"0";0.80573364876927
"0";0.863396641935835
"0";0.459012719620041
"0";0.853149863924537
"1";0.58019722790461
"1";0.19898868607708
"1";0.270571602142956
"1";0.181842532656603
"1";0.341236960652127
"0";0.757571068048718
"1";0.133264615342718
"0";0.691414060691143
"1";0.547671111545693
"0";0.766020641330646
"0";0.789377813456624
"1";0.194173901387131
"0";0.812499700582941
"0";0.453820189900083
"0";0.692336711351956
"0";0.578755652925488
"1";0.753363025322402
"0";0.736591227453258
"0";0.652945067258462
"1";0.631513394765401
"1";0.647230620146501
"0";0.718769056468924
"1";0.528609010795702
"0";0.432284987707042
"0";0.393545162481744
"1";0.655175179398834
"0";0.409002224643688
"1";0.296636584216697
"1";0.507150474623235
"0";0.755409883050148
"0";0.602975070363254
"1";0.27369243739456
"1";0.696449419782441
"1";0.560734297845256
"1";0.572247271269452
"1";0.3618615351262
"1";0.675591296234648
